Name,Type_of_Utility,Number_of_Ratings,Rating,Longitude,Latitude,nearest_station,اسم المحطة,geometry,neighborhood,English_name,Final Station,Path
,restaurant,166.0,3.6,46.7007132,24.7437591,Ministry of Education,وزاره التعليم,POINT (46.7007132 24.7437591),حي المرسلات,Wendy's King Abdullah,,
جان برجر‎,restaurant,1139.0,3.9,46.614267,24.582688,Western Station,الغربية,POINT (46.614267 24.582688),حي العريجاء الغربي,Jan Burger,,
,restaurant,326.0,4.1,46.6263982,24.8114929,Dr. Sulaiman Al Habib,د.سليمان الحبيب,POINT (46.6263982 24.8114929),حي الصحافة,Shack Burger,د.سليمان الحبيب,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة د.سليمان الحبيب.
,restaurant,3.0,5.0,46.7106935,24.6817026,Al Wizarat,الوزارات,POINT (46.7106935 24.6817026),حي الوزارات,ASIYA RESTUARENT,الوزارات,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة المتحف الوطني انتقل إلى المسار الأخضر، وأخرج عند محطة الوزارات
,restaurant,280.0,4.6,46.6454254,24.7267279,KACST,المدينة التقنية,POINT (46.6454254 24.7267279),حي الملك فيصل,Los Tacos,المدينة التقنية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، وأخرج عند محطة المدينة التقنية.
/ أوفن بيسترو,restaurant,621.0,4.5,46.7047115,24.7010509,Ad Dhabab,الضباب,POINT (46.7047115 24.7010509),حي الملك عبدالعزيز,Ovun Bistro,الضباب,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة الضباب.
بوفية أُمنية بن محمد عبدالله المظيف,restaurant,40.0,3.4,46.6414827,24.602414,Aishah bint Abi Bakr st.,شارع عائشة بنت ابي بكر,POINT (46.6414827 24.602414),حي البديعة,,,
,restaurant,82.0,3.3,46.7038397,24.6633938,Al Muorabba,المربع,POINT (46.7038397 24.6633938),حي النموذجية,Palaaram Restaurant,المربع,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المربع.
حي منفوحة,restaurant,1.0,5.0,46.7234704,24.6091627,Manfouhah,منفوحة,POINT (46.7234704 24.6091627),حي منفوحة الجديدة,,منفوحة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة منفوحة.
,restaurant,142.0,4.2,46.7162594,24.808008,SABIC,سابك,POINT (46.7162594 24.808008),حي الفلاح,City Fresh Kitchen,سابك,اركب المترو من المحطة الحالية، وأخرج عند محطة سابك.
مطعم الكرويته,restaurant,37.0,4.6,46.6984178,24.6768759,Ministry of Interior,وزارة الداخلية,POINT (46.6984178 24.6768759),حي الوزارات,,وزارة الداخلية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة وزارة الداخلية.
بوفيه,restaurant,1.0,5.0,46.6405939,24.6072847,Aishah bint Abi Bakr st.,شارع عائشة بنت ابي بكر,POINT (46.6405939 24.6072847),حي البديعة,Cafeteria,,
مطعم ومشويات مذاق الطواجن المصرى,restaurant,926.0,3.9,46.7236747,24.6177883,Skirinah,سكيرينة,POINT (46.7236747 24.6177883),حي منفوحة الجديدة,,سكيرينة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة سكيرينة.
,restaurant,178.0,4.2,46.7055739,24.6576621,Passport Department,الجوازات,POINT (46.7055739 24.6576621),حي المربع,Beans Restaurant,الجوازات,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة الجوازات.
,store,1463.0,3.9,46.7092736,24.6507659,Ministry of Finance,وزارة المالية,POINT (46.7092736 24.6507659),حي الوشام,Eastern Fresh Fish,وزارة المالية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة المتحف الوطني انتقل إلى المسار الأخضر، وأخرج عند محطة وزارة المالية.
دجاج الفريد,restaurant,10.0,3.8,46.7212006,24.639739,Al Bat’ha,البطحاء,POINT (46.7212006 24.639739),حي ثليم,,البطحاء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة البطحاء.
,restaurant,152.0,4.0,46.6263072,24.7062286,King Saud University,جامعة الملك سعود,POINT (46.6263072 24.7062286),حي الرائد,Fresh Food Restaurant,جامعة الملك سعود,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، وأخرج عند محطة جامعة الملك سعود.
مطعم سمرقندي,restaurant,872.0,4.3,46.7942036,24.6846944,Harun Ar Rashid Road,طريق هارون الرشيد,POINT (46.7942036 24.6846944),حي الروابي,,طريق هارون الرشيد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة طريق هارون الرشيد.
امبراطور الشاورما,restaurant,1024.0,3.6,46.7625469,24.5842809,Al Aziziah,العزيزية,POINT (46.7625469 24.5842809),حي العزيزية,,العزيزية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العزيزية.
حاشي باشا,restaurant,1354.0,3.7,46.738851,24.5958,Transportation Center,مركز النقل العام,POINT (46.738851 24.5958),حي المنصورة,,مركز النقل العام,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة مركز النقل العام.
,restaurant,1686.0,4.2,46.6499116,24.7575186,Al Murooj,المروج,POINT (46.6499116 24.7575186),حي النخيل,The60Pasta,المروج,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المروج.
مطعم الفيشاوي,restaurant,2200.0,3.7,46.761734,24.7647552,Khalid Bin Alwaleed Road,طريق خالد بن الوليد,POINT (46.761734 24.7647552),حي القدس,,طريق خالد بن الوليد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة طريق خالد بن الوليد.
,restaurant,1668.0,4.2,46.6699663,24.7146967,Al Urubah,العروبة,POINT (46.6699663 24.7146967),حي الجزيرة,Golden Royal Chinese Restaurant,العروبة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العروبة.
,meal_takeaway,1011.0,4.1,46.6699823,24.7294679,stc,stc,POINT (46.6699823 24.7294679),حي الورود,Maestro Pizza,stc,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة stc.
,restaurant,7.0,4.9,46.6680016,24.7288277,stc,stc,POINT (46.6680016 24.7288277),حي الورود,Kazo,stc,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة stc.
,restaurant,19.0,3.5,46.7257054,24.6388933,Al Margab,المرقب,POINT (46.7257054 24.6388933),حي ثليم,Bawarchi Restaurant,المرقب,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة المرقب.
,restaurant,1662.0,4.4,46.7771985,24.6845589,Al Rajhi Grand Mosque,جامع الراجحي,POINT (46.7771985 24.6845589),حي الروابي,Abo Alez Grill,جامع الراجحي,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة جامع الراجحي.
,restaurant,3.0,4.0,46.6857902,24.6204617,Sultanah,سلطانه,POINT (46.6857902 24.6204617),حي الجرادية,ALIF RESTAURANT,,
مطعم للمأكولات السودانية,restaurant,48.0,4.0,46.7278573,24.6180769,Skirinah,سكيرينة,POINT (46.7278573 24.6180769),حي منفوحة الجديدة,,سكيرينة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة سكيرينة.
نفر لحم,restaurant,83.0,4.5,46.6714464,24.7302878,stc,stc,POINT (46.6714464 24.7302878),حي الورود,,stc,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة stc.
